Manufacturer,Permit Number,VIN NUMBER,Annual Total of Disengagements,DEC 2022,JAN 2023,FEB 2023,MAR 2023,APR 2023,MAY 2023,JUN 2023,JULY 2023,AUG 2023,SEP 2023,OCT 2023,NOV 2023,ANNUAL TOTAL,,,,,
CRUISE LLC,AVDT005,5G21A6P02N4121670,0,770.41,"1,011.61",298.04,186.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,266.74",,,,,
CRUISE LLC,AVDT005,5G21A6P02N4121684,0,765.16,876.09,556.97,"1,113.86","1,409.69","1,035.46","2,031.70","2,522.03","1,955.75",380.98,0.00,0.00,"12,647.69",,,,,
CRUISE LLC,AVDT005,5G21A6P02N4121698,0,468.11,0.00,0.00,0.00,0.00,"1,177.00","1,560.90","2,088.77","1,996.30","1,183.48",34.60,0.00,"8,509.16",,,,,
CRUISE LLC,AVDT005,5G21A6P02N4122107,0,"1,239.48","1,204.93",735.81,"1,306.54","1,503.69","1,677.07","1,370.18","1,963.47","2,500.37",7.07,440.98,0.00,"13,949.59",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4100059,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4100062,0,819.00,878.97,69.80,"1,011.06","1,548.75","1,588.73","1,844.58","2,377.26","2,789.04",192.85,81.01,0.00,"13,201.05",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4100076,0,"1,204.83",966.47,603.66,802.12,505.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,082.21",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4100112,0,759.69,"1,000.40",205.77,266.03,48.17,11.28,0.00,0.00,"1,023.39",437.22,225.25,0.00,"3,977.20",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4100126,0,0.00,248.25,0.00,0.00,0.00,0.00,0.00,"1,304.76","2,896.54",690.91,137.74,0.00,"5,278.20",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4101681,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.02,31.02,0.00,46.04,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4103057,0,382.28,336.35,135.23,789.61,"1,844.01",628.04,124.52,0.00,0.00,0.00,0.00,0.00,"4,240.04",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4103060,0,852.56,"1,092.84",441.73,714.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,101.96",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4104676,0,475.48,624.49,517.68,"1,068.23",631.89,0.00,0.00,0.00,"2,276.44",689.88,641.74,0.00,"6,925.83",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4105357,0,366.26,869.17,338.34,"1,116.82","1,224.42",207.41,0.00,0.00,0.00,0.00,0.00,0.00,"4,122.42",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4105360,0,963.34,815.74,854.97,"1,124.71","1,727.46",170.24,0.00,0.00,0.00,0.00,120.50,0.00,"5,776.96",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4109683,0,0.00,449.59,648.60,905.03,900.82,"1,132.07",0.00,0.00,0.00,0.00,0.00,0.00,"4,036.11",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4110946,0,0.00,99.31,0.00,0.00,956.11,864.54,0.00,0.00,0.00,0.00,0.00,0.00,"1,919.96",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4117864,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,508.73,547.87,528.77,0.00,"1,585.37",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4119579,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.84,44.50,179.61,0.00,296.95,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4119582,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,625.09,17.08,204.61,0.00,846.78,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4123194,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,976.86,158.10,65.66,0.00,"1,200.62",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4124300,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,364.26,243.20,184.92,0.00,792.38,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4127178,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278.46,0.00,44.43,0.00,322.89,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4131411,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,262.16,525.94,171.87,0.00,959.97,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4136026,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.45,230.87,287.72,0.00,565.04,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4136320,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,301.14,298.15,42.89,0.00,642.18,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4138097,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,971.70,529.88,405.47,0.00,"1,907.05",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4145406,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.04,207.71,422.80,0.00,900.55,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4145728,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,773.70,30.13,0.00,0.00,803.83,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4145731,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.04,360.17,65.12,0.00,489.33,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4148869,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.47,363.79,127.87,0.00,553.13,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4148872,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,738.30,3.59,55.05,0.00,796.94,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4150525,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.85,0.00,0.00,0.00,70.85,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4152355,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.76,0.00,51.76,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4152520,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,801.12,850.40,0.00,"1,651.52",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4152727,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.44,0.00,0.00,85.44,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4154168,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.14,"1,207.68",59.42,0.00,"1,442.24",,,,,
CRUISE LLC,AVDT005,5G21A6P02P4154378,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,222.20,140.77,0.00,362.97,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4157846,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.25,0.00,0.00,90.25,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4159158,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.42,161.92,0.00,216.34,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4159399,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.14,0.00,0.00,72.14,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4159676,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.85,0.00,0.00,20.85,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4160875,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.37,0.00,65.37,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4161363,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4163064,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.78,0.00,49.78,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4164330,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.58,0.00,51.58,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4165512,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.47,1.76,0.00,50.23,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4165736,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.49,0.00,52.49,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4166028,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.53,0.00,86.53,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4169057,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.99,38.66,0.00,52.65,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4169172,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,141.49,0.00,141.49,,,,,
CRUISE LLC,AVDT005,5G21A6P02P4169298,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.73,0.00,69.73,,,,,
CRUISE LLC,AVDT005,5G21A6P03N4121600,0,63.57,447.82,666.30,786.10,"1,720.55",374.03,"1,559.53","2,005.04","2,071.36",564.53,193.42,0.00,"10,452.25",,,,,
CRUISE LLC,AVDT005,5G21A6P03N4121628,0,0.00,65.11,444.87,355.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,865.77,,,,,
CRUISE LLC,AVDT005,5G21A6P03N4121631,0,"1,218.12",705.68,515.97,445.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,885.14",,,,,
CRUISE LLC,AVDT005,5G21A6P03N4121645,0,"1,036.61",726.84,459.48,141.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,364.16",,,,,
CRUISE LLC,AVDT005,5G21A6P03N4121659,0,814.22,814.10,516.49,234.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,379.10",,,,,
CRUISE LLC,AVDT005,5G21A6P03N4121662,0,851.86,820.53,180.71,529.32,248.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,630.68",,,,,
CRUISE LLC,AVDT005,5G21A6P03N4121676,0,439.72,371.40,261.31,744.41,"1,425.54","2,362.94","1,791.15",952.81,"2,024.03","1,073.90",204.35,0.00,"11,651.56",,,,,
CRUISE LLC,AVDT005,5G21A6P03N4121693,0,885.46,"1,042.27",805.65,990.59,"1,249.73",584.76,419.23,"1,342.05","1,620.71",40.87,221.89,0.00,"9,203.21",,,,,
CRUISE LLC,AVDT005,5G21A6P03N4122097,0,585.33,585.02,505.89,700.48,"1,313.02","1,145.45","1,698.22","1,575.66","1,859.10",225.71,494.66,0.00,"10,688.54",,,,,
CRUISE LLC,AVDT005,5G21A6P03N4122102,0,44.25,836.20,368.89,698.17,"1,504.67",377.80,"1,656.80","1,472.52",0.00,0.00,0.00,0.00,"6,959.30",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4100054,0,0.00,0.00,515.96,402.07,"1,764.59","1,234.52","1,865.29","1,946.44","1,782.74",312.06,268.11,0.00,"10,091.78",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4100068,0,772.25,986.54,617.11,"1,137.31","1,475.38","1,508.55","1,662.88","1,553.86","2,351.96",28.36,175.68,0.00,"12,269.88",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4100071,0,733.59,"1,037.58",481.13,"1,249.30",339.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,841.10",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4100085,0,971.55,434.07,390.54,741.12,"1,130.34","2,293.04",460.81,0.00,20.03,"1,160.70",636.16,0.00,"8,238.36",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4100099,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVDT005,5G21A6P03P4100104,0,910.14,914.45,597.39,"1,037.56","1,259.97","2,089.89","1,958.79","2,525.07","1,649.96",295.72,307.95,0.00,"13,546.89",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4100118,0,689.31,146.10,331.78,"1,285.17",837.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,289.51",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4103505,0,467.60,751.34,122.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,341.41",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4107943,0,0.00,529.83,593.69,569.56,"1,806.18",257.55,0.00,0.00,0.00,0.00,0.00,0.00,"3,756.81",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4108445,0,0.00,"1,043.75",435.31,201.77,"1,298.26",199.35,0.00,0.00,0.00,0.00,0.00,0.00,"3,178.44",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4110700,0,0.00,244.90,519.88,539.18,"1,478.39",393.66,0.00,0.00,0.00,0.00,0.00,0.00,"3,176.01",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4110941,0,0.00,0.00,202.52,"1,027.92","1,470.61","1,677.68","1,883.12","1,725.73","1,212.08",79.58,113.93,0.00,"9,393.17",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4114245,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.84,0.00,52.84,,,,,
CRUISE LLC,AVDT005,5G21A6P03P4114536,0,0.00,0.00,198.75,"1,172.56","1,014.54",339.52,166.86,0.00,0.00,0.00,0.00,0.00,"2,892.23",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4115685,0,0.00,0.00,0.00,"1,066.84","1,582.39","1,184.70",0.00,0.00,0.00,0.00,0.00,0.00,"3,833.93",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4115976,0,0.00,0.00,255.21,"1,119.06","1,303.13","1,389.49",0.00,0.00,0.00,0.00,0.00,0.00,"4,066.89",,,,,
CRUISE LLC,AVDT005,5G21A6P03P4117047,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,322.74",818.56,249.73,0.00,"2,391.03",,,,,
